brand,full_name,short,start,end,modelids,makeids,fuzzy_score,matched_name
renault,2022 - 2023 Kwid E‑Tech,Kwid E‑Tech,2022.0,2023.0,-1,-1,-1,not matched
renault,2023 Kangoo E‑Tech,Kangoo E‑Tech,2023.0,-1.0,-1,-1,-1,not matched
renault,2023 Megane E‑Tech,Megane E‑Tech,2023.0,-1.0,-1,-1,-1,not matched
renault,2023 Twingo E‑Tech,Twingo E‑Tech,2023.0,-1.0,-1,-1,-1,not matched
roewe,2016 - 2023 RX5,RX5,2016.0,2023.0,-1,-1,-1,not matched
roewe,2017 - 2023 eRX5,eRX5,2017.0,2023.0,-1,-1,-1,not matched
roewe,2017 - 2023 RX3,RX3,2017.0,2023.0,-1,-1,-1,not matched
roewe,2017 - 2023 i6,i6,2017.0,2023.0,-1,-1,-1,not matched
roewe,2019 - 2021 i5,i5,2019.0,2021.0,-1,-1,-1,not matched
rolls-royce,2020 - 2023 Cullinan,Cullinan,2020.0,2023.0,25883,445,100,cullinan
rolls-royce,2020 - 2022 Dawn,Dawn,2020.0,2022.0,10289,445,100,dawn
rolls-royce,2020 - 2023 Ghost,Ghost,2020.0,2023.0,1690,445,100,ghost
rolls-royce,2020 - 2023 Phantom,Phantom,2020.0,2023.0,1689,445,100,phantom
rolls-royce,2020 - 2023 Wraith,Wraith,2020.0,2023.0,1691,445,100,wraith
rolls-royce,2023 Spectre,Spectre,2023.0,-1.0,32329,445,100,spectre
seat,2016 - 2023 Alhambra,Alhambra,2016.0,2023.0,21628,3049,34,southeastern seating
seat,2016 - 2023 Ibiza,Ibiza,2016.0,2023.0,7071,3049,22,seattle tiny homes
seat,2016 - 2023 Leon,Leon,2016.0,2023.0,21628,3049,49,southeastern seating
seat,2016 - 2023 Toledo,Toledo,2016.0,2023.0,7071,3049,45,seattle tiny homes
seat,2017 - 2023 Ateca,Ateca,2017.0,2023.0,7071,3049,54,seattle tiny homes
seat,2018 - 2023 Arona,Arona,2018.0,2023.0,21628,3049,49,southeastern seating
seat,2020 - 2023 Tarraco,Tarraco,2020.0,2023.0,21628,3049,31,southeastern seating
skoda,2016 - 2017 Yeti,Yeti,2016.0,2017.0,-1,-1,-1,not matched
skoda,2016 - 2023 Fabia,Fabia,2016.0,2023.0,-1,-1,-1,not matched
skoda,2016 - 2023 Octavia,Octavia,2016.0,2023.0,-1,-1,-1,not matched
skoda,2016 - 2022 Rapid,Rapid,2016.0,2022.0,-1,-1,-1,not matched
skoda,2016 - 2023 Superb,Superb,2016.0,2023.0,-1,-1,-1,not matched
skoda,2017 - 2023 Karoq,Karoq,2017.0,2023.0,-1,-1,-1,not matched
skoda,2017 - 2023 Kodiaq,Kodiaq,2017.0,2023.0,-1,-1,-1,not matched
skoda,2017 - 2023 Scala,Scala,2017.0,2023.0,-1,-1,-1,not matched
skoda,2018 - 2023 Kamiq,Kamiq,2018.0,2023.0,-1,-1,-1,not matched
skoda,2020 - 2023 Enyaq iV,Enyaq iV,2020.0,2023.0,-1,-1,-1,not matched
skoda,2023 Enyaq Coupé iV,Enyaq Coupé iV,2023.0,-1.0,-1,-1,-1,not matched
skoda,2023 Fabia,Fabia,2023.0,-1.0,-1,-1,-1,not matched
subaru,2017 - 2023 Impreza,Impreza,2017.0,2023.0,2235,523,100,impreza
subaru,2018 - 2023 BRZ,BRZ,2018.0,2023.0,2238,523,100,brz
subaru,2018 - 2023 Crosstrek,Crosstrek,2018.0,2023.0,13580,523,100,crosstrek
subaru,2018 - 2023 Legacy,Legacy,2018.0,2023.0,2232,523,100,legacy
subaru,2018 - 2023 Outback,Outback,2018.0,2023.0,2233,523,100,outback
subaru,2019 - 2023 Ascent,Ascent,2019.0,2023.0,24836,523,100,ascent
subaru,2019 - 2023 Forester,Forester,2019.0,2023.0,2234,523,100,forester
subaru,2019 - 2023 WRX,WRX,2019.0,2023.0,2237,523,100,wrx
subaru,2019 - 2022 WRX STI,WRX STI,2019.0,2022.0,2237,523,90,wrx
subaru,2023 Solterra,Solterra,2023.0,-1.0,30191,523,100,solterra
suzuki,2016 - 2023 Baleno,Baleno,2016.0,2023.0,6107,509,77,reno
suzuki,2016 - 2023 Ciaz,Ciaz,2016.0,2023.0,3157,509,51,kizashi
suzuki,2016 - 2023 Hustler,Hustler,2016.0,2023.0,18890,509,51,boulevard m109r b.o.s.s.(vzr1800bzl8)
suzuki,2016 - 2023 Ignis,Ignis,2016.0,2023.0,14819,509,64,mini-leisure
suzuki,2016 - 2023 Lapin,Lapin,2016.0,2023.0,24917,509,54,lt-f400fl/kingquad 400 fsi
suzuki,2016 - 2023 Solio,Solio,2016.0,2023.0,2099,509,51,dr-z400sl
suzuki,2016 - 2023 Solio Bandit,Solio Bandit,2016.0,2023.0,6105,509,51,swift
suzuki,2016 - 2023 Spacia,Spacia,2016.0,2023.0,11605,509,46,samurai
suzuki,2016 - 2023 Spacia Custom,Spacia Custom,2016.0,2023.0,8564,509,54,esteem
suzuki,2016 - 2023 SX4 S‑CROSS,SX4 S‑CROSS,2016.0,2023.0,3152,509,90,sx4
suzuki,2016 - 2023 Vitara,Vitara,2016.0,2023.0,8568,509,100,vitara
suzuki,2018 - 2023 Dzire,Dzire,2018.0,2023.0,14819,509,54,mini-leisure
suzuki,2018 - 2023 Jimny,Jimny,2018.0,2023.0,26845,509,49,vs750 intruder
suzuki,2018 - 2023 Swift,Swift,2018.0,2023.0,6105,509,100,swift
suzuki,2023 S‑Cross,S‑Cross,2023.0,-1.0,18890,509,86,boulevard m109r b.o.s.s.(vzr1800bzl8)
tank,2020 - 2023 TANK 300,TANK 300,2020.0,2023.0,3928,755,86,delta oilfield tank co.
tata,2017 - 2023 Nexon,Nexon,2017.0,2023.0,-1,-1,-1,not matched
tata,2019 - 2022 Hexa,Hexa,2019.0,2022.0,-1,-1,-1,not matched
tata,2019 - 2023 Tiago,Tiago,2019.0,2023.0,-1,-1,-1,not matched
tata,2019 - 2023 Tigor,Tigor,2019.0,2023.0,-1,-1,-1,not matched
tata,2020 - 2023 Altroz,Altroz,2020.0,2023.0,-1,-1,-1,not matched
tata,2020 - 2023 Harrier,Harrier,2020.0,2023.0,-1,-1,-1,not matched
tata,2021 - 2023 Punch,Punch,2021.0,2023.0,-1,-1,-1,not matched
tata,2021 - 2023 Safari,Safari,2021.0,2023.0,-1,-1,-1,not matched
toyota,2018 - 2022 Aygo,Aygo,2018.0,2022.0,3660,448,68,cargo van
toyota,2019 - 2022 Avalon,Avalon,2019.0,2022.0,2465,448,100,avalon
toyota,2019 - 2023 Corolla Hatchback,Corolla Hatchback,2019.0,2023.0,2208,448,90,corolla
toyota,2019 - 2023 Camry,Camry,2019.0,2023.0,2469,448,100,camry
toyota,2019 - 2023 C‑HR,C‑HR,2019.0,2023.0,17213,448,100,c-hr
toyota,2019 - 2023 RAV4,RAV4,2019.0,2023.0,2217,448,100,rav4
toyota,2019 - 2023 Sienna,Sienna,2019.0,2023.0,2468,448,100,sienna
toyota,2020 - 2021 86,86,2020.0,2021.0,13602,448,100,86
toyota,2020 - 2023 4Runner,4Runner,2020.0,2023.0,2216,448,93,4-runner
toyota,2020 - 2023 Corolla,Corolla,2020.0,2023.0,2208,448,100,corolla
toyota,2020 - 2023 Highlander,Highlander,2020.0,2023.0,2213,448,100,highlander
toyota,2020 - 2023 Prius,Prius,2020.0,2023.0,2209,448,100,prius
toyota,2020 - 2023 Prius Prime,Prius Prime,2020.0,2023.0,21950,448,100,prius prime
toyota,2020 - 2023 Sequoia,Sequoia,2020.0,2023.0,2827,448,100,sequoia
toyota,2020 - 2023 GR Supra,GR Supra,2020.0,2023.0,3647,448,90,supra
toyota,2020 - 2023 Tacoma,Tacoma,2020.0,2023.0,2223,448,100,tacoma
toyota,2020 - 2023 Tundra,Tundra,2020.0,2023.0,2467,448,100,tundra
toyota,2020 - 2023 Yaris,Yaris,2020.0,2023.0,2464,448,100,yaris
toyota,2021 - 2023 Avanza,Avanza,2021.0,2023.0,14264,448,90,van
toyota,2021 - 2023 Mirai,Mirai,2021.0,2023.0,10198,448,100,mirai
toyota,2021 - 2023 Venza,Venza,2021.0,2023.0,3005,448,100,venza
toyota,2022 - 2023 Corolla Cross,Corolla Cross,2022.0,2023.0,29274,448,100,corolla cross
toyota,2022 - 2023 GR86,GR86,2022.0,2023.0,29364,448,100,gr86
toyota,2022 - 2023 Voxy,Voxy,2022.0,2023.0,2206,448,45,scion xa
toyota,2023 Aygo X,Aygo X,2023.0,-1.0,3660,448,60,cargo van
toyota,2023 bZ4X,bZ4X,2023.0,-1.0,30041,448,100,bz4x
toyota,2023 Crown,Crown,2023.0,-1.0,31077,448,100,crown
toyota,2023 GR Corolla,GR Corolla,2023.0,-1.0,31079,448,100,gr corolla
toyota,2024 Grand Highlander,Grand Highlander,2024.0,-1.0,32304,448,100,grand highlander
vauxhall,2016 - 2020 ADAM,ADAM,2016.0,2020.0,-1,-1,-1,not matched
vauxhall,2016 - 2023 Astra,Astra,2016.0,2023.0,-1,-1,-1,not matched
vauxhall,2016 - 2023 Corsa,Corsa,2016.0,2023.0,-1,-1,-1,not matched
vauxhall,2016 - 2023 Insignia,Insignia,2016.0,2023.0,-1,-1,-1,not matched
vauxhall,2016 - 2022 Viva,Viva,2016.0,2022.0,-1,-1,-1,not matched
vauxhall,2017 - 2022 Ampera‑e,Ampera‑e,2017.0,2022.0,-1,-1,-1,not matched
vauxhall,2017 - 2023 Crossland‑x,Crossland‑x,2017.0,2023.0,-1,-1,-1,not matched
vauxhall,2017 - 2023 Grandland,Grandland,2017.0,2023.0,-1,-1,-1,not matched
vauxhall,2017 - 2023 Mokka,Mokka,2017.0,2023.0,-1,-1,-1,not matched
vauxhall,2017 - 2023 Zafira,Zafira,2017.0,2023.0,-1,-1,-1,not matched
vinfast,2023 VF8,VF8,2023.0,-1.0,30336,11366,86,vf 8
vinfast,2023 VF9,VF9,2023.0,-1.0,30337,11366,86,vf 9
vw,2016 Spacefox,Spacefox,2016.0,-1.0,14217,482,90,fox
vw,2016 - 2018 CC,CC,2016.0,2018.0,8121,482,100,cc
vw,2016 - 2018 Scirocco,Scirocco,2016.0,2018.0,14262,482,100,scirocco
vw,2016 - 2023 Amarok,Amarok,2016.0,2023.0,8460,482,50,cabrio
vw,2016 - 2019 Beetle,Beetle,2016.0,2019.0,8119,482,100,beetle
vw,2016 - 2019 Beetle Cabriolet,Beetle Cabriolet,2016.0,2019.0,8119,482,90,beetle
vw,2016 - 2023 Golf R,Golf R,2016.0,2023.0,13844,482,100,golf r
vw,2016 - 2023 Caddy,Caddy,2016.0,2023.0,8121,482,60,cc
vw,2016 - 2023 California,California,2016.0,2023.0,8121,482,60,cc
vw,2016 - 2023 Caravelle,Caravelle,2016.0,2023.0,8121,482,60,cc
vw,2016 - 2021 e‑Golf,e‑Golf,2016.0,2021.0,8118,482,100,e-golf
vw,2016 - 2021 Fox,Fox,2016.0,2021.0,14217,482,100,fox
vw,2016 - 2023 Golf,Golf,2016.0,2023.0,3133,482,100,golf
vw,2016 - 2023 Golf Cabriolet,Golf Cabriolet,2016.0,2023.0,3133,482,90,golf
vw,2016 - 2023 Golf SportsVan,Golf SportsVan,2016.0,2023.0,3133,482,90,golf
vw,2016 - 2023 Golf Variant,Golf Variant,2016.0,2023.0,3133,482,90,golf
vw,2016 - 2023 Golf SportWagen,Golf SportWagen,2016.0,2023.0,5059,482,100,golf sportwagen
vw,2016 - 2023 GTI,GTI,2016.0,2023.0,3140,482,100,gti
vw,2016 - 2023 Jetta,Jetta,2016.0,2023.0,3137,482,100,jetta
vw,2016 - 2023 Lamando,Lamando,2016.0,2023.0,4167,482,45,eos
vw,2016 - 2023 Multivan,Multivan,2016.0,2023.0,3140,482,60,gti
vw,2016 - 2022 Passat Variant,Passat Variant,2016.0,2022.0,3134,482,90,passat
vw,2016 - 2023 Polo,Polo,2016.0,2023.0,5059,482,51,golf sportwagen
vw,2016 - 2022 Sharan,Sharan,2016.0,2022.0,1951,482,50,routan
vw,2016 - 2023 Tiguan,Tiguan,2016.0,2023.0,8151,482,100,tiguan
vw,2016 - 2023 Touran,Touran,2016.0,2023.0,1951,482,67,routan
vw,2016 - 2023 Transporter,Transporter,2016.0,2023.0,8364,482,59,jetta sportwagen
vw,2016 - 2022 Passat,Passat,2016.0,2022.0,3134,482,100,passat
vw,2017 - 2023 Atlas,Atlas,2017.0,2023.0,17618,482,100,atlas
vw,2017 - 2023 Crafter,Crafter,2017.0,2023.0,8121,482,60,cc
vw,2017 - 2023 CrossFox,CrossFox,2017.0,2023.0,14217,482,90,fox
vw,2017 - 2023 Gol,Gol,2017.0,2023.0,5059,482,90,golf sportwagen
vw,2017 - 2023 Saveiro,Saveiro,2017.0,2023.0,14262,482,53,scirocco
vw,2017 - 2023 Voyage,Voyage,2017.0,2023.0,5059,482,54,golf sportwagen
vw,2018 - 2023 Arteon,Arteon,2018.0,2023.0,25871,482,100,arteon
vw,2018 - 2023 Bora,Bora,2018.0,2023.0,8053,482,68,corrado
vw,2018 - 2023 Magotan,Magotan,2018.0,2023.0,3142,482,65,jetta wagon
vw,2018 - 2023 Sagitar,Sagitar,2018.0,2023.0,3140,482,60,gti
vw,2018 - 2023 T‑Roc,T‑Roc,2018.0,2023.0,8121,482,60,cc
vw,2021 - 2023 ID.3,ID.3,2021.0,2023.0,28219,482,75,id.4
vw,2021 - 2023 ID.4,ID.4,2021.0,2023.0,28219,482,100,id.4
vw,2022 - 2023 Taos,Taos,2022.0,2023.0,28652,482,100,taos
vw,2022 - 2023 ID.5,ID.5,2022.0,2023.0,28219,482,75,id.4
vw,2022 - 2023 ID.6,ID.6,2022.0,2023.0,28219,482,75,id.4
vw,2022 - 2023 Talagon,Talagon,2022.0,2023.0,14266,482,71,vanagon
vw,2023 ID.Buzz,ID.Buzz,2023.0,-1.0,28219,482,86,id.4
vw,2024 ID.7,ID.7,2024.0,-1.0,28219,482,75,id.4
volvo,2016 - 2023 XC90,XC90,2016.0,2023.0,3132,485,100,xc90
volvo,2017 - 2023 S90,S90,2017.0,2023.0,13798,485,100,s90
volvo,2017 - 2023 V90,V90,2017.0,2023.0,13799,485,100,v90
volvo,2018 - 2023 XC60,XC60,2018.0,2023.0,1962,485,100,xc60
volvo,2019 - 2023 S60,S60,2019.0,2023.0,1959,485,100,s60
volvo,2019 - 2023 V60,V60,2019.0,2023.0,1961,485,100,v60
volvo,2019 - 2023 XC40,XC40,2019.0,2023.0,23714,485,100,xc40
volvo,2022 - 2023 C40 Recharge,C40 Recharge,2022.0,2023.0,28818,485,90,c40
volvo,2024 Volvo EX30,Volvo EX30,2024.0,-1.0,3144,485,72,c30
wey,2017 - 2023 VV5,VV5,2017.0,2023.0,23582,9345,0,"weyhrich industries, inc."
wey,2017 - 2023 VV7,VV7,2017.0,2023.0,23582,9345,0,"weyhrich industries, inc."
wey,2018 - 2023 VV6,VV6,2018.0,2023.0,23582,9345,0,"weyhrich industries, inc."
